id,link,post_time,job_name,salary,place,job_nature,experience,education,job_number,job_kind,advantage,job_content,job_place,company_name,company_size,company_nature,company_industry,company_homepage,company_address,hot_score,job_safety_score,company_reputation_score,salary_level_score
30b8a6f72a370e2e05c832c9bd93224a,http://zhaopin.baidu.com/10111277417,2019-05-04,高薪诚聘售后服务,8000-20000,北京,全职,不限,大专,10,医疗/护理,带薪年假;医疗保险;交通补贴;年底双薪;通讯补贴;年度旅游,职位描述:1、本着专业，确实，迅速，负责的原则，为区域内的客户提供全方位，全功能，专业化的满意服务。;2、薪资福利待遇，底薪+提成+月奖+季奖+年终奖+管理津贴+保险+竞赛旅游（根据职级多达30项）;3、公司倡导公平、公正、公开、透明的晋升机制，业务团队管理人员没有空降兵，不论资排辈，业绩为王，竞聘上岗。;4、最好的培训在平安，以平安金融学院（金融界黄埔军校）作为依托，为经理人开发了大量培训课程。专业培训前途坦荡，平安帮你激发无穷潜能，本着经营哲学，实现远景目标，超越事业巅峰！;展开全部,永安里卓明大厦,中国平安人寿保险股份有限公司北京分公司,10000人以上,股份制公司,所属行业：保险业,NULL,北京市西城区金融大街23号平安大厦13、14层,17.0,20.0,18.0,12
62b70e3d4eb091422ee3953679d1a36d,http://zhaopin.baidu.com/10111324510,2019-05-04,九六班/六日休/课程咨询岗,8000-10000,北京,全职,不限,大专,不限,教育/培训,五险一金;带薪年假;节日福利;生日福利,职位描述:负责为学员解疑答惑，完成招生工作，为入学学生做辅导和后续的服务。,北京市石景山区杨庄大街,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,17.0,20.0,18.0,12
6d1ba967fe23be4ad766cb6497486441,http://zhaopin.baidu.com/10111316214,2019-05-04,礼仪模特,5000-10000,北京,全职,不限,中专,4,休闲娱乐,五险一金;包住;交通补贴;餐补;通讯补贴,职位描述:联系人韩总电话：13488889640（1）性格开朗，有无经验均可;2，身高160以上，学业不限，五官端正，身材均匀，服从管理;3，公司直招不收取任何押金;（1）面试之前必须电话预约，以便安排工作及接待！;展开全部,保福寺桥东南角辽宁大厦,北京铂润餐饮管理有限公司,100-499人,个人企业,餐饮|酒店|超市|服务业,NULL,北京市西城区大糖房胡同8号3号楼3层3015室,12,20.0,18.0,12
7f6a71c33206e938844d62641a2edb88,http://zhaopin.baidu.com/10111332238,2019-05-04,急招大锅饭厨师包吃住交五险一金,8500-15000,北京,全职,1-2年,不限,12,餐饮,五险一金;定期体检;带薪年假;医疗保险;年底双薪,职位描述:报名方式：有意向者请直接来电联系招聘经理咨询了解预约;方经理；152-2114-3915;展开全部,货运码头,上海犇途国际货运代理有限公司,100,个人企业,所属行业：装卸搬运和运输代理业,NULL,上海市奉贤区南虹路5,9,15号9幢529室,17.0,20.0,18.0,12
2219213827eecfb8b75dd705eed1c90d,http://zhaopin.baidu.com/10111324500,2019-05-04,IT课程顾问,8000-11000,北京,全职,不限,大专,不限,销售,五险一金;餐补;打车报销,职位描述:工作内容;1、根据公司提供资源，为客户推荐合适课程；;2、维护客户做好售后服务；;3、定期参加学科专业知识、销售技巧培训，并参加培训考试持续性进步。,北京市朝阳区酒仙桥,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,17.0,20.0,18.0,12
f4b0147a6db265a8f30202999389c0ef,http://zhaopin.baidu.com/10111326249,2019-05-04,销售顾问,8000-12000,北京,全职,不限,中专,不限,销售,五险一金;带薪年假;餐补;生日福利,职位描述:主要工作内容：;1、负责与客户的沟通，建立良好的客户关系和信息渠道；;2、收集客户的采购计划及信息，并制定月度的销售计划；;3、协助负责部门年度、月度的销售计划;展开全部,北京市丰台区,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,16.0,20.0,18.0,12
08ef3ecd4eabcd4860a1de105c78a224,http://zhaopin.baidu.com/10111324206,2019-05-04,班主任客服 课程顾问三岗齐招,8000-12000,北京,全职,1年以下,大专,不限,教育/培训,五险一金;带薪年假;餐补;节日福利;生日福利;多次团建,职位描述:岗位一：班主任;【工作内容】;1.参与直播课程，重点跟踪学员线上学习效果；;2.课后作业批改，针对学员出现的问题给予解答；;展开全部,北京市海淀区西北旺东路10号院东区7号楼,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,17.0,20.0,18.0,12
24ddb06e4cb7e002774a6e427b27cd53,http://zhaopin.baidu.com/10111324434,2019-05-04,早九晚六丨无责4.8k起丨课程咨询师,8000-10000,北京,全职,不限,大专,不限,教育/培训,五险一金;节日福利;下午茶,职位描述:根据公司提供的客户资源负责公司产品的推广，有针对性的向其介绍课程优势、准确推荐符合的课程套餐，最终达到成交目的,北京市朝阳区远洋光华国际,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,17.0,20.0,18.0,12
81232d54b7a53ffe4aee570378529588,http://zhaopin.baidu.com/10111324483,2019-05-04,课程咨询师,8000-10000,北京,全职,不限,高中,不限,教育/培训,五险一金;带薪年假;年底双薪;年度旅游;节日福利;员工体检;下午茶,职位描述:职位亮点;五险一金年底双薪绩效奖金节日福利员工旅游定期体检创业公司14薪;职位信息：;1、依托公司意向资源与学员电话沟通，学员主动咨询；;展开全部,北京市朝阳区酒仙桥东路,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,16.0,20.0,18.0,12
1c8f8d3fb0ffd163a73fcc3bc40f74bb,http://zhaopin.baidu.com/10111338575,2019-05-04,模特,8000-15000,北京,全职,不限,不限,10,娱乐/影视,五险一金;通讯补贴,职位描述:联系人赵经理电话：15701263680（1）性格开朗，有无经验均可;2，身高160以上，学业不限，五官端正，身材均匀，服从管理;3，公司直招不收取任何押金;（1）面试之前必须电话预约，以便安排工作及接待！;展开全部,花园东路30号,北京遇真文化传播有限公司,20,个人企业,所属行业：文化艺术业,NULL,北京市怀柔区杨宋镇凤翔东大街9号A座2781室,12,20.0,18.0,12
16f044077cc8d48f795ad9ba19d39242,http://zhaopin.baidu.com/10111277641,2019-05-04,高薪诚聘销售精英,8000-20000,北京,全职,1-2年,大专,10,淘宝/网店,带薪年假;医疗保险;交通补贴;年底双薪;通讯补贴;年度旅游,职位描述:1、本着专业，确实，迅速，负责的原则，为区域内的客户提供全方位，全功能，专业化的满意服务。;2、薪资福利待遇，底薪+提成+月奖+季奖+年终奖+管理津贴+保险+竞赛旅游（根据职级多达30项）;3、公司倡导公平、公正、公开、透明的晋升机制，业务团队管理人员没有空降兵，不论资排辈，业绩为王，竞聘上岗。;4、最好的培训在平安，以平安金融学院（金融界黄埔军校）作为依托，为经理人开发了大量培训课程。专业培训前途坦荡，平安帮你激发无穷潜能，本着经营哲学，实现远景目标，超越事业巅峰！;展开全部,永安里卓明大厦,中国平安人寿保险股份有限公司北京分公司,10000人以上,股份制公司,所属行业：保险业,NULL,北京市西城区金融大街23号平安大厦13、14层,16.0,20.0,18.0,12
531c5f382806f2644bb498d8de94b954,http://zhaopin.baidu.com/10111326438,2019-05-04,新媒体营销  不打电话|上市豪企（网销）,5200-10400,北京,全职,不限,大专,不限,销售,五险一金;节日福利;员工体检;生日福利;打车报销;提供居住证,职位描述:侯经理：18410885685;工作职责：;❤通过新媒体（微信和线上）等途径对班级群、直播课中学员的相关问题给予耐心解答；收集和分析运营数据，并定期反馈最新信息。,海淀区魏公村地铁旁,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,16.0,20.0,18.0,12
cdbf95ce703899859d6354be7c4c46c5,http://zhaopin.baidu.com/10111324507,2019-05-04,影视课程咨询师,面议,北京,全职,不限,大专,不限,教育/培训,五险一金;年终奖;团建;公司提供资源,职位描述:根据公司提供的有效客户电话沟通，帮助客户选择适合的课程,北京市朝阳区化工路1,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,16.0,20.0,18.0,12
9536a68974dd7b1936cf9afc7dc524be,http://m.job1001.com/jobdetail_53021630.htm?fromtype=baidu_3g,2019-05-04,商务经理,5000-10000,北京,全职,应届生,不限,若干,销售助理/销售行政,,岗位职责：1、起草和修改报告、文稿等；2、及时准确的更新员工通讯录；管理公司网络、邮箱；3、负责日常办公用品采购、发放、登记管理，办公室设备管理；4、订阅年度报刊杂志，收发日常报刊杂志及交换邮件；5、员工考勤系统维护、考勤统计及外出人员管理6、保证前台所需物资的充足（如水、纸、设备、耗材及报销单据表格等）及费用结算。任职资格：1、文秘、行政管理等相关专业中专以上学历；2、二年以上相关工作经验；3、熟悉办公室行政管理知识及工作流程，熟悉公文写作格式，具备基本商务信函写作能力，熟练运用OFFICE等办公软件；4、工作仔细认真、责任心强、为人正直，具备较强的书面和口头表达能力；5、形象好，气质佳，年龄在20-30岁。,北京顺义区,德高赫柏,1-49人,民营,普工|技工|生产|机械,NULL,顺义区航城广场G座403,16.0,20.0,18.0,15
8e313c036d994e541260b5826e1107b0,http://zhaopin.baidu.com/10111326316,2019-05-04,市场专员/六日双休,5000-8000,北京,全职,不限,大专,不限,市场,五险一金;生日福利;多次团建,职位描述:岗位职责：;1、开拓市场（学校），寻找客户，与客户达成采购意向;2、从签单到后期维护整个流程的跟进与配合;3、接受小白，没做过也可以接受,广渠门外大街,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,17.0,20.0,18.0,12
074d4bf6081f870e5ba6a68dd83b129e,http://m.job1001.com/jobdetail_53050761.htm?fromtype=baidu_3g,2019-05-04,北京市澳际智能消防安全工程有限责任公司,4000-6000,北京,全职,应届生,不限,若干,后勤/安保/司机,,1、负责公司领导的接送。2、认真完成公司的派车任务要求，服从派车调度人员指挥；3、坚持行车安全检查，每次行车前检查车辆，发现问题及时排除，确保车辆安全运行；4、如实填写行车记录；5、做好车辆维护、保养工作，保持车辆的整洁和良好车况等。任职要求：1、45岁以下，高中及以上学历,3年以上驾龄；2、无不良违章记录3、懂商务接待礼仪，具有一定的服务意识；4、为人踏实、老实忠厚，保密意识强、责任心强。5、有经验者优先；6、退伍军人优先,北京朝阳区,澳际智能消防,100-499人,民营,司机|物流|贸易|保险,NULL,北京市东城区崇文门东打磨厂街3号匯泉大厦6层605室,17.0,20.0,18.0,14
89aad398fd08f9b5ddf10bf53b2a364e,http://m.58.com/bj/jiazhengbaojiexin/37547102278405x.shtml?utm_source=market&spm=u-LMiOofB2J9tMcKG.baidubaipin&pagefrom=baidubaipin,2019-05-04,直招公交车质检员,4000-5000,北京,全职,1-3年,初中,76人,家政/其他服务,五险一金;交通补助;加班补助;包住;包吃;周末双休;年底双薪;房补;话补;饭补,公司直招公交质检员，市政府安保，交通安保，无任何费用，不培训，不收押金，带行李来可以直接签订《劳动合同》工资发放有保障，来了直接上岗。工作内容：检查公交乘务员的日常工作要求职位：年龄18-35,身高170以上，无犯罪前科，无纹身。工作时间；工作8小时标准薪资：4500包吃住，奖金200-500不等。每月15-20号银行打卡发放工资公司直招管吃管住，免费提供被褥服装，不拖欠工资，欢迎加入,北京通州各进京检查站,北京都杰保安服务有限公司,1000-9999人,民营,所属行业：商务服务业,NULL,北京市通州区万达广场D座17层1715室,17.0,20.0,18.0,12
812d7ba3c7bc65f799346f61e22be9aa,http://m.lagou.com/jobs/5860225.html?utm_source=m_cf_seo_ald_wap,2019-05-04,大数据开发工程师(联通支付有限公司),15000-20000,北京,全职,3-5年,本科,若干,数据开发,交通补助;午餐补助;定期体检;带薪年假;年底双薪;绩效奖金;通讯津贴,岗位职责:岗位职责:1、负责TB/PB级数据、全站用户行为数据的采集、ETL处理、元数据管理、多层仓库组织等数据开发工作；2、负责大数据平台的搭建与程序开发；3、需要接受策略分析、特征挖掘、用户行为分析、业务运营分析、在线业务系统、全站行为分析等多方数据需求的挑战。任职资格:任职要求:1、全日制统招本科及以上学历，年龄35周岁以下，计算机或相关专业，1-5年大数据开发工作经验；2、具备良好的团队合作精神，较强的沟通能力；3、良好的逻辑思维能力和数据敏感度；4、优秀的分析和解决问题的能力，对挑战性问题充满激情；5、熟练掌握Java语言，熟悉Python或Scala编程；6、熟练掌握至少一种ETL工具；7、对Hadoop生态有深入研究，熟悉Kylin/Presto/Druid/Spark/Storm/Flink/、Kafka/HBase/Elasticsearch/Redis的一项或多项；8、对Flink实时计算引擎有深入研究和应用者优先；,北京北京西城区西单北大街133号,联通支付有限公司,100-499人,民营,所属行业：其他金融业,NULL,北京市西城区西单联通办公区,17.0,20.0,18.0,15
adf3880b503cb33f6e40ad144ad4d25d,http://www.zhaopin57.com/mobile/jobs/show/id/28603.html,2019-05-04,保安报路费,3000-5000,北京,全职,1-3年,不限,1人,NULL,五险一金;医疗保险;绩效奖金,一、面试要求：1.男性，16-50周岁，身高165cm以上；2.身体健康、无烟疤纹身犯罪前科、五官端正；3.思想品德好、无劣迹、热爱保安工作、能服从分配；4.退伍军人优先，有亲和力，熟悉消防知识，紧急情况，熟练应对，相应措施。二、工作时间及工资待遇：1.工作时间8-10小时左右，每月综合工资4500-5000元2.奖金按工作表现每月奖励300--500元3.加班费超出工时按小时计算4.满10-15天可以预支工资，满一年可享受带薪年假5.公司定期给保安员发放劳保用品6.工资是每月的25号打入个人工资卡，绝不拖欠；7.公司免费提供食宿、服装、被褥，不收任何费用及押金。8.保安班长、队长根据个人能力工资4500-8000元/月包吃住三、住宿环境：1.北京市金融单位和企业单位；2.如有单位环境不适应，可以调整；四、工作地点：1、北京及周遍地区：写字楼、小区、金融机构、学校商场、花园别墅、等..五、入职手续：1、持本人身份有效证件为新员工签订正规《劳动合同》一式两份，双方各持一份。2、公司承诺入职到离职不收取任何费用及押金。有无经验均可，没做过的有老员工及队长指导，有意者请来电咨询！---2019-05-04日,北京市丰台区单位,河北阮泽物业服务有限公司,100-499人,民营,所属行业：房地产业,NULL,北京市丰台区单位,17.0,20.0,18.0,15
a3508456372d14a362284cf73e262ebb,http://www.lqjob88.com/mobile/jobdetail_50757213.htm,2019-05-04,试验检测师,4000-8000,北京,全职,5-10年,大专,若干,试验检测工程师,,招聘岗位：试验检测工程师工作地点：面向全国学历要求：大专以上学历职称要求：助理工程师以上职称资格证书：持有检测师证书，从事试验检测工作五年以上,北京通州区,中交三局检测公司,100-499人,国企,普工|技工|生产|机械,NULL,北京市通州区宋庄镇邢各庄村,19.0,20.0,18.0,12
b5f5b11a8b8dcf3b5fcb9791310c7f97,http://zhaopin.baidu.com/10111324350,2019-05-04,平台推广,面议,北京,全职,不限,大专,不限,销售,五险一金;带薪年假;节日福利;生日福利;境内外旅游;工龄津贴;团建,职位描述:拿着我们将近10年累积的口碑和最新的资源，运用各种新媒体的方式，去向校长介绍公司的软件服务和培训服务（你的人脉会超级棒噢）;工作内容：;1、通过公司提供平台，推广产品；;2、为客户提供专业咨询服务，配合公司产品部门完成为客户定制服务;展开全部,北京市海淀区融科创意中心,成都天符人瑞教育咨询有限公司,1000-9999人,民营,所属行业：商务服务业,http://www.1tjob.com,成都市高新区天府大道中段688号3栋6层601、602、603号,16.0,20.0,18.0,12
74faedb638cb6ba188246baf8a95693f,http://m.job1001.com/jobdetail_46844656.htm?fromtype=baidu_3g,2019-05-04,化学分析员,2500-7000,北京,全职,1-3年,大专,若干,环境检测,,1.持有相关环境检测证书优先；2.有相关环境检测方面的试验经验，了解GB18883、50325（家装、公装环境检测）相关检测标准优先；3.熟悉相关的办公软件，如：CAD等；4.工资面议，包食宿。,北京顺义区,中研标华,50-99人,股份公司,医疗|健身|环保|化工,NULL,北京市顺义区李桥镇苏庄,13.0,20.0,18.0,13
22b8e3737fb79c5dd07a2ff18aa2d818,http://m.job1001.com/jobdetail_53050762.htm?fromtype=baidu_3g,2019-05-04,消防工程资料员,3000-6000,北京,全职,1-3年,高中,若干,资料员,,岗位职责：1、配合项目经理，负责消防工程资料和文件资料的管理工作，对资料的真实性、完整性、准确性、及时性和可追溯性负直接管理责任；2、按规定收发、管理各类工程资料和文件资料，按规定与相关人员取得配合，及时应用资料软件填写各种资料；3、对甲方、监理、工长发放图纸、洽商等作好收发文，配合工长完成技术交底等工作；做好资料的报验工作，与监理单位取得良好的沟通，积极配合监理的资料工作；4、对于各部门提供的资料，认真把关，不符合要求的资料及时退回，限期改正。对于自己解决不了的问题，及时向主管领导报告；5、竣工后及时整理好资料、竣工图，交档案管备案等工作；6、具有吃苦耐劳精神和团队意识任职要求：1、具有高中及以上学历；2、有工作经验者优先；3、具备较强的沟通、协调能力和高度的责任心；4、具备团队意识，工作态度积极，具备较强的亲和力和吃苦耐劳精神；5、熟练使用OFFICE办公软件，精通资料软件。,北京海淀区,北京四海消防工程有限公司第十一工程部,50-99人,股份公司,所属行业：土木工程建筑业,NULL,海淀区阜外亮甲店一号恩济西园10号楼四海消防,16.0,20.0,18.0,14
9d97a5d28e96a61a341af1baa3b08b63,http://www.lqjob88.com/mobile/jobdetail_53005265.htm,2019-05-04,资料员,5000-7000,北京,全职,应届生,大专,若干,资料员,,1、负责工程项目的资料整理、汇编存档，以及计量资料的上报。2、具有良好的执行能力及沟通能力。吃苦耐劳、品行端正。3、招聘公路、市政道路及综合管线工程专业4、全日制大专及以上学历，工程相关专业；一年以上施工现场数据管理工作经验，能独立完成一整套公路施工资料、竣工资料的收集和整理；熟悉公路工程验收流程；熟练使用CAD、WORD、EXCEL等绘图及办公软件,北京大兴区,北京富华鑫晟路桥建设有限公司,1-49人,股份公司,所属行业：土木工程建筑业,NULL,北京市大兴区魏善庄镇,16.0,20.0,18.0,17
c3755b704f259119b40173f747887e20,https://www.telecomhr.com/wx/job.php?id=117777,2019-05-04,平台文员,面议,北京,全职,1-3年,大专,8人,通信/电信/网络设备,,1、细心有耐心，沟通能力较好，主要负责竣工文件、送审材料、线上系统流程；2、负责项目验收竣工资料制作，项目概预算（包含通信、土建、消防等）材料制作提交等；任职要求：办公软件操作良好，EXCEL\WORD\操作熟练，熟悉CAD制图软件，熟悉概预算；有1-2年通信类相关经验。,北京海淀区吴家场路49号6层,北京华信东方科技有限公司,500-999人,其他,所属行业：科技推广和应用服务业,http://www.bjcomm.com,北京海淀区吴家场路49号6层,17.0,20.0,18.0,12
56f3d1f20374cfe2150135d4b574721e,http://www.lqjob88.com/mobile/jobdetail_53060170.htm,2019-05-04,机关科技部主管,8000-10000,北京,全职,应届生,本科,若干,路桥工程师,,岗位职责1、负责执行科技部部门工作计划，按上级领导及部门的要求完成科技部工作。2、协助主管领导收集国家、地方标准、规范信息，确保标准规范清单及信息及时、全面。3、协助主管领导制定及修订本公司科技部管理制度。4、负责收集科技研发信息、协助科研立项，过程服务、检查，协助科研成果验收、成果申报、协助监督科研经费使用。负责监督科技成果推广、应用。5、协助领导进行专利、科技奖、工法、总结、论文等申报。6、负责施组及专项施工方案管理，协助领导进行重大方案的专家评审。负责投标技术方案编制及审核工作。7、负责协助领导及上级部门进行高新技术企业维护。8、完成领导交办的其他工作。任职要求：1、教育背景：土木工程专业本科以上学历。2、工作经验：应具备大型高新施工企业科技部2年以上工作经历；现场施工管理5年以上经验。3、职业资格：中级及以上专业技术职务。4、熟练掌握科技立项、科技成果总结格式、内容要求等。5、熟悉项目技术管理、施工组织设计及方案编制、设计管理施工交底、施工复核等。6、熟悉企业信息化建设、BIM技术应用等优先考虑。熟练使用Office及CAD软件。7、可长久出国驻外工作，有海外工作经验者优先。8、英语四级或者会说其他语种（法语、葡语）优先。,北京东城区,中交路建海外分公司,1000-9999人,国企,房地产|建筑|装修,NULL,北京市东城区东中街9号东环广场A座5层,16.0,20.0,18.0,15
f5939e10d230cfd6a5bfb593e903cdd4,http://www.lqjob88.com/mobile/jobdetail_53064222.htm,2019-05-04,项目部物资管理人员,6000-10000,北京,全职,应届生,不限,若干,物资/设备管理,,具有物资管理或土木工程等相关专业本科学历，从事物资管理工作3年以上，熟悉物资供应和管理工作流程，能够熟练运用计算机和办公软件，身体健康、具有较强责任心和组织协调能力。,北京海淀区,中交路桥华北,1000-9999人,国企,房地产|建筑|装修,NULL,北京市通州区,16.0,20.0,18.0,18
ee4b04c5b229fae6c74c482debcc2e3a,http://www.lqjob88.com/mobile/jobdetail_52926749.htm,2019-05-04,出纳,5000-6000,北京,全职,3-5年,本科,若干,出纳,,岗位职责1.审验原始凭证的合法性和准确性，完成现金收付、报销等工作;2.负责银行业务的办理工作，包括开户、取款、转账、结算等工作;3.做好现金日记账和银行存款日记账，及时登记核查;4.根据企业经营管理需要，按照企业的相关规定提取、送存以及保管现金，以保证企业经营管理能顺利进行;5.负责及时查询企业现金和银行存款，保证账务相符;6.负责完成与银行相关的账务的处理，包括部分税款的缴纳工作;7.完成领导交给的其他业务。出纳应具备的能力1.具备专业的财务知识，包括国家相关法律法规、银行结算业务;2.熟练使用财务相关软件;3.熟悉现金、银行存款、票据相关的规定以及业务流程;4.具备财务数字计算能力，防止出现计算错误等问题;5.具备良好的规划能力、计划能力;6.工作认真、负责，按照企业相关规章制度处理问题。7、会计、审计等相关专业大专以上学历;8.具备3年以上相关工作经验，具备会计从业资格证书;9.具备财务的专业知识，包括国家相关财务法律法规、税法，熟悉结算报销等程序;11.能熟练使用专业的财务软件，包括会计电算化和其他财务软件(例如用友软件);12.工作认真、负责;13.具备良好的职业道德水平。,北京丰台区,北京华唐路桥工程有限公司,NULL,其他,所属行业：土木工程建筑业,NULL,北京市昌平区科技园区创新路27号3号楼3层303室,16.0,20.0,18.0,16
1b0a171338b14b3d568024afe8b0b8d4,http://www.lqjob88.com/mobile/jobdetail_53064623.htm,2019-05-04,景观园林设计师,12500-25000,北京,全职,5-10年,本科,若干,园林/景观工程师,,任职要求：1、园林景观学或相关专业本科及以上学历（环艺，园林，建筑等相关专业）；2、5年以上园林景观设计经验，包括2年以上团队领导经验，能独立完成或参与大中型景观项目的规划、设计；3、具备良好的手绘图能力、方案设计、深化设计、详图设计能力,有良好的方案讲解能力；4、熟悉园林材料和园建的结构以及林植物的特性、具备良好的园林植物设计理念,能独立完成园林植物设计；5、熟练操作工作软件如MSOffice，3DMAX，AutoCAD和AdobeCreativeSuite等具备较强的操作能力；6、身体健康，适应较高强度工作节奏，具备良好的职业品德及团队合作精神,善于沟通,协调能力强；7、具有相关注册执（职）业资格证书、毕业于211、985类院校毕业、具有大型或甲级设计院工作经验者优先考虑注：请务必附上项目作品集招聘条件：1、拥护中国共产党的领导，坚持党的基本路线，有较高的政治修养及良好的思想品德，遵纪守法，为人正派，诚信，作风民主，廉洁自律；2、高度认同中交集团的战略追求、核心价值观、企业文化和员工从业守则，符合中交集团“靠得住、能干事、在状态、善合作”的用人标准，有强烈的事业心和工作责任感，有创新意识、进取精神和团队合作精神；岗位薪酬：按照《中交一公局集团有限公司薪酬管理办法》及《中交一公局公路勘察设计院有限公司薪酬管理办法》执行。始终遵循个人能力与岗位需求相匹配。规划与培养“管理、技术双向人才”，按照公司“管技双通道”“一企双薪制”体系，坚持以人为本、培训待遇方面充分人文关怀，享受体制内一切福利待遇。福利待遇：五险一金、企业年金、带薪年假、法定假期、差旅补贴、通讯补贴、供暖补贴、定期体检、劳保福利、工会活动、绩效奖金、产值奖金、突出贡献奖等。联系我们：面试地址：北京市朝阳区管庄周井大院联系人：刘亚军、樊春博、靳文贺联系电话：010-65763412-8027或8016报名方式：请将个人简历以姓名+应聘部门+应聘岗位形式命名，发送至renzibu@cfhec.com企业邮箱中。,北京朝阳区,中交一公局公路勘察设计院,100-499人,国企,更多职位,NULL,北京市朝阳区周井大院,15.0,20.0,18.0,12
cf5429e952a29a85ccba76886af5c739,http://m.58.com/bj/zplvyoujiudian/37909102824485x.shtml?utm_source=market&spm=u-LMiOofB2J9tMcKG.baidubaipin&pagefrom=baidubaipin,2019-05-04,直聘政府保安不收费,3000-5000,北京,全职,1-3年,初中,10人,餐饮,五险一金;加班补助;包住;包吃;年底双薪;房补;饭补,公司直招不收费任何费用保证工资，有意者可来面试工资每个月15到25号.现在好多中介打着高薪的幌子以各种理由收费，请大家勿盲目相信高薪保安职位，入职当天可安排吃住，没钱的队长会帮忙买吃饭洗漱用品，做满一个礼拜可预支工资，一个礼拜之内可随自己意愿调换单位直到满意，人性化管理。期待您的加入！公司规模强大，300多个单位，无论你想找什么样的单位，都能安排合适你的单位！1.工作单位有大厦，商场，写字楼，小区，旅游区，大学，别墅区保安等等。2.工资真实，准时发放，2500到5500绝不拖欠，不收取任何费用当天安排食宿，没有培训当天面试可安排直接上岗。3、身高170以上，50岁以下晋升通道：公司量才而用有能力提升为班长、队长、项目经理，期待有识之士您的加入。4、带好本人的洗漱用品和随身行李，以及合法的二代身份证，服装被褥公司免费提供。5、公司规模6000多人，公司升职空间大，望广大朋友选择正规公司，保证你们的工资，跟你们提供一个良好的发展平台，才是最重要的。,水碓子全部地区和周边地区,北京军友保安服务有限公司,1000-9999人,民营,所属行业：商务服务业,http://jyba.china.b2b.cn//,北京东城永定门外,17.0,20.0,18.0,15
ca804447eb4f36e99d98459174fa1531,http://www.lqjob88.com/mobile/jobdetail_53037104.htm,2019-05-04,项目安全部长,10000-15000,北京,全职,3-5年,大专,若干,安全主任,,负责公司施工项目的安全工作，有三年及以上的相关管理工作，要求身体健康，持证上岗,北京通州区,中交一公局海威工程建设有限公司,1000-9999人,国企,所属行业：土木工程建筑业,http://www.zjyjhw.com,北京市通州区徐兴路568号1号楼,16.0,20.0,18.0,17
1a9361dbfe06dd1014975ef7c5c28940,http://www.lqjob88.com/mobile/jobdetail_52916761.htm,2019-05-04,桥隧检测工程师,8333-16666,北京,全职,3-5年,本科,若干,试验检测工程师,,任职资格：1、专业：桥梁相关专业本科及以上学历2、要求：具有试验检测工程师证书、具备检测方案制定能力3、工作经历：有桥梁检测、监测、荷载试验、交竣工验收等项目相关工作经验4、管理经验：有桥隧检测项目管理经验待遇宽带薪酬、五险一金、补充医疗保险、各类福利齐全、根据考核绩效获取奖金等。,北京房山区,中交路桥（北京）科技有限公司,1-49人,其他,所属行业：科技推广和应用服务业,NULL,北京市海淀区恩济庄18号4-1-602,19.0,20.0,18.0,12
eb1d28f949e1da7a88c98a4809366915,http://wap.jrzp.com/jobInfo.aspx?jid=1269113,2019-05-04T04:15:12,销售工程师,面议,北京,全职,1-3年,本科,6人,销售工程师,,岗位职责:职位描述及招聘条件1外向沟通能力强，善于电话销售；逻辑分析能力强；2要求机械类或电气自动化理工科本科以上专业；3开发、拓展、维护客户，完成公司销售业绩；4为客户提供产品相关技术支持与服务5英语四级以上，能够读懂国外产品的英文资料并做出相应的中文宣传资料；6有较强的服务及团队合作意识，积极主动，适应及抗压能力强。7熟悉外资企业的流程化、规范化操作8有机电、工控类产品销售经理者优先其他福利1工资待遇月薪面议，底薪无风险底薪提成，餐补、通讯补助，待遇丰厚2周末双休，带薪法定节假日，带薪年休假3工作时间90018004公司为员工提供广阔的发展平台和丰富的学习机会，力求让员工与公司共同成长，共享成果。职,北京朝阳区北京市朝阳区定福庄北里东领鉴筑3号楼5层7号 北京康拉德科技有限公司,北京康拉德科技有限公司,20人以下,其他,所属行业：科技推广和应用服务业,http://www.bjconrad.com//,北京朝阳区北京市朝阳区定福庄北里东领鉴筑3号楼5层7号,16.0,20.0,18.0,12
